Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
1122,"team399 安徽大学",0,00:00:00,,,,,,,,,,,,
1123,"team404 哈尔滨理工大学",0,00:00:00,,,,,,,,,,,,(-2)
1124,"team421 中国矿业大学",0,00:00:00,,,,,,,,,,,,(-1)
1125,"team422 中国矿业大学",0,00:00:00,,,,,,,,,,,,
1126,"team423 中国矿业大学",0,00:00:00,,,,,,,,,,,,
1127,"team426 中国矿业大学",0,00:00:00,,,,,,,,,,,,
1128,"team431 中国矿业大学",0,00:00:00,,,,,,,,,,,,
1129,"team432 中国矿业大学",0,00:00:00,,,,,,,,,,,,(-3)
1130,"team433 中国矿业大学",0,00:00:00,,,,,,,,,,,,
1131,"team434 中国矿业大学",0,00:00:00,,,,,,,(-2),,,,,(-3)
1132,"team435 中国矿业大学",0,00:00:00,,,,,,,,,,,,
1133,"team444 杭州师范大学",0,00:00:00,,,,,,,,,,,,
1134,"team445 杭州师范大学",0,00:00:00,,,,,,,,,,,,
1135,"team464 中南民族大学",0,00:00:00,,,,,,,(-1),,,,,(-20)
1136,"team475 广西师范大学",0,00:00:00,,,,,,,,,,,,(-6)
1137,"team476 杭州电子科技大学信息工程学院",0,00:00:00,,,,,,,,,,,,
1138,"team489 太原科技大学",0,00:00:00,,,,,,,,,,,,
1139,"team497 中国民航大学",0,00:00:00,,,,,,,,,,,,
1140,"team520 广州华商学院",0,00:00:00,,(-1),,,,,,,,,,
1141,"team521 广州华商学院",0,00:00:00,,,,,,,,,,,,
1142,"team522 广州华商学院",0,00:00:00,,,,,,,,(-1),,,,
1143,"team523 广州华商学院",0,00:00:00,,,,,,,,,,,,
1144,"team531 电子科技大学",0,00:00:00,,,,,,,,,,,,
1145,"team543 哈尔滨工业大学（威海）",0,00:00:00,,,,,,,,,,,,
1146,"team554 清华大学",0,00:00:00,,,,,,,,,,,,
1147,"team569 重庆大学",0,00:00:00,,,,,,,,,,,,(-22)
1148,"team573 哈尔滨工程大学",0,00:00:00,,,,,,,,,,,,(-1)
1149,"team578 华侨大学",0,00:00:00,,,,,,,,,,,,
1150,"team593 南昌理工学院",0,00:00:00,,,,,,,,,,,,
1151,"team599 温州中学",0,00:00:00,,,,,,,,,,,,
1152,"team600 温州中学",0,00:00:00,,,,,,,,,,,,
1153,"team609 河南工程学院",0,00:00:00,,,,,,,,,,,,(-7)
1154,"team610 湖南工程学院",0,00:00:00,,,,,,,,,,,,
1155,"team612 衢州第二中学",0,00:00:00,,,,,,,,,,,,
1156,"team613 衢州第二中学",0,00:00:00,,,,,,,,,,,,
1157,"team614 衢州第二中学",0,00:00:00,,,,,,,,,,,,
1158,"team615 衢州第二中学",0,00:00:00,,,,,,,,,,,,
1159,"team616 衢州第二中学",0,00:00:00,,,,,,,,,,,,
1160,"team621 海亮高级中学",0,00:00:00,,,,,,,,,,,,
1161,"team626 海亮高级中学",0,00:00:00,,,,,,,,,,,,
1162,"team627 华东师范大学",0,00:00:00,,,,,,,,,,,,
1163,"team628 华东师范大学",0,00:00:00,,,,,,,,,,,,
1164,"team640 厦门理工学院",0,00:00:00,,,,,,,,,,,,
1165,"team656 武汉商学院",0,00:00:00,,,,,,,,,,,,(-12)
1166,"team670 余姚高风中学",0,00:00:00,,,,,,,,,,,,
1167,"team671 南京大学",0,00:00:00,,,,,,,,,,,,
1168,"team672 南京大学",0,00:00:00,,,,,,,,,,,,
1169,"team677 南京大学",0,00:00:00,,,,,,,,,,,,
1170,"team679 南京大学",0,00:00:00,,,,,,,,,,,,
1171,"team683 南京大学",0,00:00:00,,,,,,,,,,,,
1172,"team685 南京大学",0,00:00:00,,,,,,,,,,,,
1173,"team696 华东师范大学",0,00:00:00,,,,,,,,,,,,
1174,"team697 黑龙江大学",0,00:00:00,,,,,,,,,,,,
1175,"team700 山东理工大学",0,00:00:00,,,,,,,,,,,,
1176,"team709 北京师范大学珠海校区",0,00:00:00,,,,,,,,,,,,
1177,"team710 北京师范大学珠海校区",0,00:00:00,,,,,,,,,,,,
1178,"team722 吉林大学",0,00:00:00,,,,,,,,,,,,(-1)
1179,"team738 余姚中学",0,00:00:00,,,,,,,,,,,,
1180,"team741 华南师范大学",0,00:00:00,,,,,,,,,,,,(-5)
1181,"team743 华南师范大学",0,00:00:00,,,,,,,,,,,,(-4)
1182,"team745 华南师范大学",0,00:00:00,,,,,,,,(-2),,,,(-4)
1183,"team747 北京航空航天大学",0,00:00:00,,,,,,,,,,,,
1184,"team751 华中师范大学",0,00:00:00,,,,,,,,,,,,
1185,"team760 义乌中学",0,00:00:00,,,,,,,,,,,,
1186,"team767 义乌中学",0,00:00:00,,,,,,,,,,,,
1187,"team768 义乌中学",0,00:00:00,,,,,,,,,,,,
1188,"team769 义乌中学",0,00:00:00,,,,,,,,,,,,
1189,"team776 西安交通大学",0,00:00:00,,,,,,,,,,,,
1190,"team777 西安交通大学",0,00:00:00,,,,,,,,,,,,
1191,"team780 浙江传媒学院",0,00:00:00,,,,,,,,,,,,
1192,"team794 香港科技大学（广州）",0,00:00:00,,,,,,,,,,,,
1193,"team796 香港科技大学（广州）",0,00:00:00,,,,,,,,,,,,
1194,"team797 香港科技大学（广州）",0,00:00:00,,,,,,,,,,,,
1195,"team799 西南财经大学",0,00:00:00,,,,,,,,,,,,(-6)
1196,"team800 西南财经大学",0,00:00:00,,,,,,,,,,,,
1197,"team805 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,
1198,"team806 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,
1199,"team810 北师大香港浸会大学",0,00:00:00,,,,,,,,(-5),,,(-4),(-10)
1200,"team840 南京大学",0,00:00:00,,,,,,,,,,,,
1201,"team858 华中科技大学",0,00:00:00,,,,,,,,,,,,
1202,"team859 华中科技大学",0,00:00:00,,,,,,,,,,,,
1203,"team864 香港中文大学（深圳）",0,00:00:00,,,,,,,,,,,,
1204,"team882 复旦大学",0,00:00:00,,,,,,,,,,,,
1205,"team887 河海大学",0,00:00:00,,,,,,,,,,,,
1206,"team890 中国科学技术大学",0,00:00:00,,,,,,,,,,,,
1207,"team902 北京大学",0,00:00:00,,,,,,,,,,,,
1208,"team905 北京大学",0,00:00:00,,,,,,,,,,,,
1209,"team916 南昌理工学院",0,00:00:00,,,,,,,,,,,,(-5)
1210,"team917 南昌理工学院",0,00:00:00,,,,,,,,,,,,
1211,"team918 南昌理工学院",0,00:00:00,,,,,,,,,,,,(-5)
1212,"team926 福州大学",0,00:00:00,,,,,,,,,,,,
1213,"team929 北华大学",0,00:00:00,,,,,,,,,,,,
1214,"team930 北华大学",0,00:00:00,,,,,,,,,,,,
1215,"team931 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,
1216,"team932 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,
1217,"team933 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,
1218,"team934 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,
1219,"team941 国防科技大学",0,00:00:00,,,,,,,,,,,,
1220,"team946 钉耙编程-小学组-许子璇",0,00:00:00,,,,,,,,,,,,
1221,"team958 杭州第二中学",0,00:00:00,,,,,,,,,,,,
1222,"team980 天津大学",0,00:00:00,,,,,,,,,,,,
1223,"team981 天津大学",0,00:00:00,,,,,,,,,,,,
1224,"team982 天津大学",0,00:00:00,,,,,,,,,,,,
1225,"team983 天津大学",0,00:00:00,,,,,,,,,,,,
1226,"team984 天津大学",0,00:00:00,,,,,,,,,,,,
1227,"team985 天津大学",0,00:00:00,,,,,,,,,,,,
1228,"team986 天津大学",0,00:00:00,,,,,,,,,,,,
1229,"team987 天津大学",0,00:00:00,,,,,,,,,,,,
1230,"team988 天津大学",0,00:00:00,,,,,,,,,,,,
1231,"team989 天津大学",0,00:00:00,,,,,,,,,,,,
1232,"team991 浙江理工大学",0,00:00:00,,,,,,,,,,,,
1233,"team995 东南大学",0,00:00:00,,,,,,,,,,,,
1234,"team996 金策工业综合大学",0,00:00:00,,,,,,,,,,,,
